,템플릿 코드,템플릿 이름,템플릿 내용,카테고리,서브카테고리,제안 버튼명
,JOBER0411_1656221076935,예약 변경,"안녕하세요 #{수신자명}님,
 변경된 예약 정보 안내해 드립니다.
 
 ▶ 예약자 : #{예약자}
 ▶ 이전 예약일 : #{이전 예약일}
 ▶ 예약 변경일시 : #{예약 변경일시}
 
 예약 취소 또는 변경사항이 있으실 경우 아래의 번호로 연락 부탁드립니다.
 
 ▶ 문의 : #{문의}",예약,예약완료,확인하기
,JOBER0411_1656053946193,예약 안내,"안녕하세요 #{수신자명}님,
 고객님의 예약 정보를 안내해드립니다.
 
 ▶ 예약자명: #{예약자명}
 ▶ 예약일시: #{예약일시}
 ▶ 관련문의: #{관련문의}
 ▶ 주소: #{주소}
 
 변경사항이 있으신 경우 24시간 전까지 연락 부탁드리며, 
 예약시간에 늦지 않게 방문 부탁드립니다.
 
 감사합니다.",예약,예약완료,확인하기
,JOBER0411_1656219580641,예약 취소,"안녕하세요 #{수신자명}님,
 #{수신자명}님의 예약이 취소되었습니다.
 
 ▶ 예약명 : #{예약명}
 ▶ 취소된 예약 일시 : #{예약 일시}
 
 편하신 시간에 연락 주시면 예약 도와드리겠습니다.
 감사합니다.",예약,예약취소,예약하기
,JOBER0411_1656219614591,스케줄 변동 알림,"안녕하세요. 
 #{수신자명}님 예약 일정이 변경 되어 안내해 드립니다.
 변경된 일정을 확인하시고 착오 없으시기 바랍니다.
 
 <예약 시간 안내>
 ▶ 변경 전 예약 시간 : #{변경 전 예약 시간}
 ▶ 변경 된 예약 시간 : #{변경 된 예약 시간}
 
 예약 시간을 변경하시고 싶으신 경우에는 고객센터 또는 홈페이지에 문의 부탁드립니다.
 감사합니다.",예약,예약완료,확인하기
,JOBER0411_1656222121831,응모권 발급 안내,"안녕하세요 #{수신자명}님,
 신청하신 응모권이 발급되었습니다.
 유효기간 이내에 응모해보세요!
 
 ▶ 응모권 : #{응모권}
 ▶ 유효 기간 : #{유효 기간}
 ▶ 사용 방법 : #{사용 방법}
 
 응모 결과 및 기타 문의 사항은 홈페이지에서 확인해주세요.
 
 ※ 이 메시지는 신청하신 응모권 지급 안내 메시지입니다.",쿠폰/포인트,쿠폰발급,확인하기
,JOBER0411_1655797963400,회원 가입 안내,"안녕하세요. #{수신자명} 고객님.
 회원가입과 함께 즉시 사용 가능한
 쿠폰이 발급되었습니다.
 
 오직 #{발신 스페이스}에서만 만날 수 있는 제품들을 확인해보세요.
 
 감사합니다.
 
 ▶ 쿠폰명 : #{쿠폰명}
 ▶ 유효기간 : #{유효기간}
 
 ※ 이 메시지는 고객님의 동의에 의해 지급된 쿠폰 안내 메시지입니다.",쿠폰/포인트,쿠폰발급,확인하기
,JOBER0411_1655973299144,무료배송 쿠폰 발급 안내,"안녕하세요, #{수신자명}고객님.
 배송비 무료 쿠폰이 지급되었습니다.
 보유한 쿠폰의 사용가능일자를 안내드리니, 쿠폰을 사용해보세요.
 
 ▶ 쿠폰명 : #{쿠폰명}
 ▶ 쿠폰 유효기간 : #{쿠폰 유효기간}
 ▶ 쿠폰 사용방법 : #{쿠폰 사용방법}
 
 ※ 쿠폰 유효기간이 지나면 사용이 불가합니다.
 ※ 이 메시지는 고객님의 동의에 의해 지급된 쿠폰 안내 메시지입니다.",쿠폰/포인트,쿠폰발급,자세히보기
,JOBER0411_1655973504662,구매 감사 쿠폰 발급 안내,"안녕하세요, #{수신자명}고객님.
 첫 구매를 완료해주신 고객님께 구매 감사 쿠폰이 지급되었습니다.
 지급된 쿠폰의 유효기간 및 사용 방법 안내드립니다.
 
 ▶ 쿠폰명 : #{쿠폰명}
 ▶ 쿠폰 유효기간 : #{쿠폰 유효기간}
 ▶ 쿠폰 사용방법 : #{쿠폰 사용방법}
 
 ※ 쿠폰 유효기간이 지나면 사용이 불가합니다.
 ※ 이 메시지는 고객님의 동의에 의해 지급된 쿠폰 안내 메시지입니다.",쿠폰/포인트,쿠폰발급,자세히보기
,JOBER0411_1656223692051,멤버십 가입 완료,"안녕하세요. #{수신자명}님,
 멤버십에 가입 완료되었습니다.
 
 ▶ 멤버십 : #{멤버십}
 ▶ 가입일 : #{가입일}
 ▶ 멤버십 혜택 안내 : #{멤버십 혜택 안내}
 
 언제든 궁금한 사항이 있다면 홈페이지에 문의해주세요.
 
 감사합니다.",회원,회원가입,자세히보기
,JOBER0411_1655798155394,회원 가입 완료,"안녕하세요. #{수신자명}님
 회원 가입을 축하드립니다.
 
 #{수신자명}님의
 ▶ ID : #{ID}
 
 에 가입해주셔서 감사합니다.
 
 ▶ 고객센터 : #{고객센터}",회원,회원가입,자세히보기
,JOBER0411_1656054052940,회원 가입 감사 메시지,"#{수신자명}님, 환영합니다!
 회원가입이 완료되었습니다.
 
 신규 가입 시,
 지급되는 쿠폰 내역을 알려드립니다.
 
 ▶쿠폰명: #{쿠폰명}
 ▶유효기간: #{유효기간}
 ※유의사항: 쿠폰 사용 방법을 반드시 확인해 주세요.
 
 회원가입을 해주셔서 감사합니다.
 많은 이용 부탁드립니다.
 
 ※ 이 메시지는 고객님의 동의에 의해 지급된 쿠폰 안내 메시지입니다.",회원,회원가입,확인하기
,JOBER0411_1642748737756,휴면 전환 알림,"안녕하세요 #{수신자명} 고객님,
 #{발신 스페이스} 입니다.
 회원님의 마지막 로그인이
 #{비로그인 기간}을 경과하여 휴면 회원으로 전환됩니다.
 
 ※ 로그인 후 본인확인을 거치면 활동 회원으로 전환됩니다.",회원,회원가입,확인하기
,JOBER0411_1656221402816,휴면회원 전환 예정 안내,"안녕하세요 #{수신자명}님, 회원님의 [#{휴면예정ID}] 계정이 곧 휴면계정으로 전환될 예정입니다.
 
 개인정보 유효기간제 시행으로 #{유효기간} 이내에 로그인하지 않으시면 휴면계정으로 전환되어 더 이상 다양한 혜택을 받아 보실 수 없게 됩니다.
 
 - 휴면 예정 ID : #{휴면예정ID}",회원,회원가입,확인하기
,JOBER0411_1638770424573,회원 탈퇴 완료,"안녕하세요 #{수신자명}님,
 탈퇴 처리가 완료되었습니다.
 지금까지 이용해주셔서 감사합니다.",회원,회원가입,자세히보기
,JOBER0411_1638780195504,본인인증,인증 비빌번호 Key : #{인증Key},회원,회원가입,자세히보기
,JOBER0411_1642751030321,회원정보 변경 안내,"안녕하세요 #{수신자명}님.
 고객님의 회원정보가 변경되어 안내드립니다.
 
 ▶이전 회원정보: #{이전 회원정보}
 ▶변경된 회원정보: #{변경된 회원정보}
 
 회원정보를 확인하시고 본인이 변경하지 않았다면 문의 부탁드립니다.",회원,회원가입,확인하기
,JOBER0411_1642750654850,임시 비빌번호 발급,"안녕하세요 #{수신자명} 고객님,
 임시 비밀번호가 발급되었습니다.
 
 ▶아이디: #{아이디}
 ▶임시 비밀번호: #{임시 비밀번호}
 
 로그인 후, 새로운 비밀번호로 변경해 주시기 바랍니다.
 감사합니다.",회원,회원가입,자세히보기
,JOBER0411_1642750686641,인증번호 안내,"#{수신자명}님, 인증번호 [#{인증번호}]를 입력하시고 본인확인을 완료해 주시기 바랍니다.
 
 ▶요청 매장 : #{요청 매장}
 
 ※ 인증번호가 타인에게 노출되지 않도록 주의해 주시기 바랍니다.
 ※ 본인이 요청한 작업이 아니라면 상담원에게 메시지를 남겨주시기 바랍니다.",회원,회원가입,확인하기
,JOBER0411_1642750772346,변경 비밀번호 안내,"안녕하세요 #{수신자명} 고객님,
 아래와 같이 고객님의 비밀번호가 변경되었음을 안내드립니다.
 
 ▶아이디 : #{아이디}
 ▶비밀번호 : #{비밀번호}
 
 ※ 해당 개인 정보가 유출되지 않도록 주의 부탁드립니다.
 
 감사합니다.",회원,회원가입,확인하기
,JOBER0411_1656221640359,회원 탈퇴 안내,"안녕하세요 #{수신자명}님,
 회원 탈퇴 처리가 완료되었습니다.
 
 ▶ 아이디 : #{아이디}
 
 그동안 이용해주셔서 감사합니다.",회원,회원가입,자세히보기
,JOBER0411_1656221736737,비밀번호 변경 안내,"비밀번호가 변경되었습니다.
 
 ▶ 아이디 : #{아이디}
 
 본인이 아닌 경우, 연락 부탁드립니다.
 
 ▶ 연락처 : #{연락처}",회원,회원가입,자세히보기
,JOBER0411_1656224302568,임시 비빌번호 발급 안내,"임시 비밀번호는 #{발신 스페이스}입니다.
 로그인 후, 사용하실 비밀번호로 변경해주세요.
 
 ※ 비밀번호를 변경하지 않으실 경우 개인정보에 위험이 있습니다.",회원,회원가입,확인하기
